o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
336,31926,P,494801.51,19950814,4-NOT SPECIFIED,Clerk#94,1,Order 336 comment
337,41622,F,300838.36,19931127,3-MEDIUM,Clerk#73,0,Order 337 comment
338,29689,O,5655.98,19920419,2-HIGH,Clerk#25,0,Order 338 comment
339,10690,P,46082.85,19950112,3-MEDIUM,Clerk#47,1,Order 339 comment
340,30793,F,142542.93,19960528,3-MEDIUM,Clerk#76,1,Order 340 comment
341,31905,O,164848.79,19950503,3-MEDIUM,Clerk#97,0,Order 341 comment
342,29583,F,479788.28,19930609,3-MEDIUM,Clerk#63,1,Order 342 comment
343,30336,F,10274.02,19940610,2-HIGH,Clerk#34,0,Order 343 comment
344,31515,F,436945.99,19980922,3-MEDIUM,Clerk#94,0,Order 344 comment
345,10967,F,26891.52,19970713,3-MEDIUM,Clerk#97,0,Order 345 comment
346,6014,F,233809.06,19960703,4-NOT SPECIFIED,Clerk#8,1,Order 346 comment
347,12244,P,87349.43,19970926,5-LOW,Clerk#84,0,Order 347 comment
348,12556,P,375324.09,19980109,1-URGENT,Clerk#86,0,Order 348 comment
349,17972,O,311247.83,19920210,5-LOW,Clerk#55,0,Order 349 comment
350,47702,O,47470.49,19940531,2-HIGH,Clerk#13,1,Order 350 comment
351,15585,P,407927.86,19941216,5-LOW,Clerk#36,0,Order 351 comment
352,12302,F,127630.67,19950822,1-URGENT,Clerk#18,0,Order 352 comment
353,41368,F,232382.14,19970329,1-URGENT,Clerk#26,0,Order 353 comment
354,26634,P,218000.22,19930521,3-MEDIUM,Clerk#46,1,Order 354 comment
355,45767,P,455958.98,19960307,4-NOT SPECIFIED,Clerk#13,1,Order 355 comment
356,33177,O,449408.44,19930217,4-NOT SPECIFIED,Clerk#99,1,Order 356 comment
357,36593,P,433030.9,19970624,2-HIGH,Clerk#21,1,Order 357 comment
358,16689,P,152077.32,19930926,3-MEDIUM,Clerk#8,1,Order 358 comment
359,16049,P,22911.18,19920517,1-URGENT,Clerk#49,1,Order 359 comment
360,30343,O,197074.01,19960311,5-LOW,Clerk#45,0,Order 360 comment
361,6281,F,1805.44,19960323,1-URGENT,Clerk#38,1,Order 361 comment
362,22813,F,271391.23,19951204,2-HIGH,Clerk#75,1,Order 362 comment
363,4103,F,119488.2,19960412,2-HIGH,Clerk#50,0,Order 363 comment
364,1121,F,1394.99,19980902,2-HIGH,Clerk#88,0,Order 364 comment
365,45040,F,38880.43,19971201,4-NOT SPECIFIED,Clerk#22,0,Order 365 comment
366,16704,P,261169.84,19970405,5-LOW,Clerk#86,0,Order 366 comment
367,49293,P,97401.6,19950209,5-LOW,Clerk#53,0,Order 367 comment
368,35741,P,86238.22,19960131,5-LOW,Clerk#67,1,Order 368 comment
369,7163,P,359975.79,19930127,4-NOT SPECIFIED,Clerk#28,0,Order 369 comment
370,34123,O,349050.23,19951117,5-LOW,Clerk#52,1,Order 370 comment
371,25285,P,298935.92,19980120,2-HIGH,Clerk#70,0,Order 371 comment
372,30762,F,151971.77,19960725,5-LOW,Clerk#89,1,Order 372 comment
373,18303,P,372993.7,19951120,4-NOT SPECIFIED,Clerk#68,0,Order 373 comment
374,8580,O,487497.74,19950603,4-NOT SPECIFIED,Clerk#30,0,Order 374 comment
375,38874,F,409423.69,19960309,4-NOT SPECIFIED,Clerk#95,0,Order 375 comment
376,16835,F,452844.24,19920823,2-HIGH,Clerk#7,0,Order 376 comment
377,1921,P,478150.53,19921105,1-URGENT,Clerk#14,1,Order 377 comment
378,688,F,483704.95,19981106,5-LOW,Clerk#21,1,Order 378 comment
379,49081,F,485560.28,19930910,4-NOT SPECIFIED,Clerk#27,0,Order 379 comment
380,1870,F,152729.57,19971212,3-MEDIUM,Clerk#63,0,Order 380 comment
381,943,P,65626.92,19961014,5-LOW,Clerk#19,0,Order 381 comment
382,18868,F,100750.99,19970405,1-URGENT,Clerk#65,1,Order 382 comment
383,33538,F,269839.09,19950731,4-NOT SPECIFIED,Clerk#37,1,Order 383 comment
384,13978,P,31674.71,19970520,5-LOW,Clerk#26,0,Order 384 comment
385,26528,P,394589.23,19980815,1-URGENT,Clerk#24,1,Order 385 comment
386,35557,F,250896.29,19960216,1-URGENT,Clerk#19,0,Order 386 comment
387,21417,O,38221.54,19980610,3-MEDIUM,Clerk#64,1,Order 387 comment
388,48750,O,197036.32,19930719,4-NOT SPECIFIED,Clerk#29,0,Order 388 comment
389,44392,O,71650.12,19980121,2-HIGH,Clerk#5,0,Order 389 comment
390,20329,F,74408.65,19970530,3-MEDIUM,Clerk#78,0,Order 390 comment
391,42499,O,75700.49,19970720,2-HIGH,Clerk#99,1,Order 391 comment
392,337,O,328942.52,19930626,1-URGENT,Clerk#73,0,Order 392 comment
393,38986,O,462329.16,19930519,2-HIGH,Clerk#96,1,Order 393 comment
394,38307,F,255197.69,19940106,2-HIGH,Clerk#21,0,Order 394 comment
395,43877,O,323402.72,19951204,3-MEDIUM,Clerk#85,0,Order 395 comment
396,31384,F,44185.25,19960123,3-MEDIUM,Clerk#3,0,Order 396 comment
397,22100,F,248728.74,19960530,5-LOW,Clerk#44,0,Order 397 comment
398,34514,P,333653.69,19940118,2-HIGH,Clerk#20,0,Order 398 comment
399,11560,P,330959.31,19980817,5-LOW,Clerk#82,1,Order 399 comment
400,9141,P,275550.58,19940414,4-NOT SPECIFIED,Clerk#45,0,Order 400 comment
401,22264,O,172533.42,19960803,1-URGENT,Clerk#38,1,Order 401 comment
402,15838,O,287647.94,19981119,2-HIGH,Clerk#40,1,Order 402 comment
403,21619,O,312887.19,19921009,1-URGENT,Clerk#25,1,Order 403 comment
404,14618,P,346858.46,19950812,3-MEDIUM,Clerk#79,1,Order 404 comment
405,7290,P,90272.05,19920531,2-HIGH,Clerk#86,1,Order 405 comment
406,8695,F,128173.7,19970712,4-NOT SPECIFIED,Clerk#94,1,Order 406 comment
407,36334,F,431969.0,19930312,2-HIGH,Clerk#38,1,Order 407 comment
408,29625,O,139365.4,19940819,2-HIGH,Clerk#20,0,Order 408 comment
409,22025,P,495369.81,19930301,4-NOT SPECIFIED,Clerk#14,0,Order 409 comment
410,41963,O,438658.87,19940711,4-NOT SPECIFIED,Clerk#61,1,Order 410 comment
411,48931,F,246628.4,19960803,2-HIGH,Clerk#50,1,Order 411 comment
412,11579,F,250396.95,19980614,1-URGENT,Clerk#65,1,Order 412 comment
413,27769,P,143892.19,19981228,4-NOT SPECIFIED,Clerk#38,1,Order 413 comment
414,17689,O,97339.67,19950328,4-NOT SPECIFIED,Clerk#10,0,Order 414 comment
415,25718,P,198740.67,19960617,1-URGENT,Clerk#73,0,Order 415 comment
416,6477,F,396958.96,19930818,2-HIGH,Clerk#58,1,Order 416 comment
417,28727,F,203013.89,19981212,1-URGENT,Clerk#65,1,Order 417 comment
418,44608,O,362323.33,19960324,2-HIGH,Clerk#57,0,Order 418 comment
419,13349,F,329877.06,19920823,3-MEDIUM,Clerk#30,0,Order 419 comment
420,46965,F,19562.65,19920111,3-MEDIUM,Clerk#59,0,Order 420 comment
421,26010,F,220969.69,19980131,2-HIGH,Clerk#34,1,Order 421 comment
422,11403,P,21526.6,19970502,3-MEDIUM,Clerk#4,1,Order 422 comment
423,5002,P,253258.75,19950217,5-LOW,Clerk#87,0,Order 423 comment
424,8102,P,203857.24,19970521,4-NOT SPECIFIED,Clerk#70,0,Order 424 comment
425,4505,O,291777.21,19930526,5-LOW,Clerk#84,1,Order 425 comment
426,39714,F,197470.67,19930315,3-MEDIUM,Clerk#77,0,Order 426 comment
427,774,F,128696.3,19960802,5-LOW,Clerk#70,1,Order 427 comment
428,38003,F,260904.28,19981014,5-LOW,Clerk#83,0,Order 428 comment
429,48383,O,361454.98,19930705,2-HIGH,Clerk#81,1,Order 429 comment
430,5861,O,129547.47,19940625,5-LOW,Clerk#33,1,Order 430 comment
431,13930,O,303546.2,19930823,1-URGENT,Clerk#28,0,Order 431 comment
432,9210,P,209620.16,19970405,3-MEDIUM,Clerk#41,0,Order 432 comment
433,31529,P,472652.38,19940211,2-HIGH,Clerk#7,0,Order 433 comment
434,38762,P,4967.07,19930203,3-MEDIUM,Clerk#31,1,Order 434 comment
435,33241,P,449840.93,19970212,2-HIGH,Clerk#23,1,Order 435 comment
436,4848,O,307123.05,19960419,1-URGENT,Clerk#13,0,Order 436 comment
437,41109,P,334412.43,19940817,5-LOW,Clerk#42,0,Order 437 comment
438,25362,O,302702.17,19970318,5-LOW,Clerk#56,1,Order 438 comment
439,3847,P,289246.71,19941027,3-MEDIUM,Clerk#31,0,Order 439 comment
440,9515,P,178653.06,19930326,3-MEDIUM,Clerk#56,0,Order 440 comment
441,6301,O,427409.09,19930106,4-NOT SPECIFIED,Clerk#52,0,Order 441 comment
442,21048,O,393597.59,19960722,2-HIGH,Clerk#21,1,Order 442 comment
443,48968,F,311922.68,19941220,5-LOW,Clerk#29,0,Order 443 comment
444,1310,F,125960.28,19971013,3-MEDIUM,Clerk#36,1,Order 444 comment
445,2367,P,142772.92,19950309,2-HIGH,Clerk#46,0,Order 445 comment
446,18341,F,291773.4,19941129,5-LOW,Clerk#22,1,Order 446 comment
447,39257,F,153948.74,19930604,3-MEDIUM,Clerk#83,1,Order 447 comment
448,2501,P,13480.44,19951126,1-URGENT,Clerk#59,0,Order 448 comment
449,23125,F,255174.8,19960406,3-MEDIUM,Clerk#87,1,Order 449 comment
450,8520,O,11043.95,19930928,1-URGENT,Clerk#5,0,Order 450 comment
451,41174,O,421066.11,19931009,4-NOT SPECIFIED,Clerk#38,0,Order 451 comment
452,27144,O,443332.25,19930228,3-MEDIUM,Clerk#39,1,Order 452 comment
453,31797,P,286920.48,19980203,2-HIGH,Clerk#48,0,Order 453 comment
454,42132,O,17104.96,19980321,1-URGENT,Clerk#46,0,Order 454 comment
455,38112,F,289809.05,19950824,1-URGENT,Clerk#45,1,Order 455 comment
456,26533,F,472433.93,19930503,5-LOW,Clerk#16,1,Order 456 comment
457,13981,O,115571.66,19951116,4-NOT SPECIFIED,Clerk#78,0,Order 457 comment
458,18615,P,315811.77,19930512,5-LOW,Clerk#93,1,Order 458 comment
459,48201,F,84453.47,19950223,3-MEDIUM,Clerk#37,0,Order 459 comment
460,28932,O,283801.55,19971025,2-HIGH,Clerk#31,0,Order 460 comment
461,18860,F,296475.78,19931229,3-MEDIUM,Clerk#47,1,Order 461 comment
462,19043,P,25787.79,19971011,4-NOT SPECIFIED,Clerk#77,0,Order 462 comment
463,31105,P,447182.23,19940822,3-MEDIUM,Clerk#15,0,Order 463 comment
464,43885,F,241482.99,19951110,4-NOT SPECIFIED,Clerk#90,1,Order 464 comment
465,27065,O,76184.82,19950119,5-LOW,Clerk#9,1,Order 465 comment
466,47614,O,128408.71,19930327,2-HIGH,Clerk#36,0,Order 466 comment
467,13502,P,499016.82,19950606,2-HIGH,Clerk#98,0,Order 467 comment
468,19489,F,377992.79,19930814,2-HIGH,Clerk#21,0,Order 468 comment
469,10783,O,149969.37,19940417,1-URGENT,Clerk#92,0,Order 469 comment
470,11521,P,212508.98,19930119,5-LOW,Clerk#86,1,Order 470 comment
471,3123,P,33871.68,19950713,4-NOT SPECIFIED,Clerk#70,1,Order 471 comment
472,17830,P,223381.1,19930719,5-LOW,Clerk#45,0,Order 472 comment
473,3040,P,445009.08,19940919,5-LOW,Clerk#67,1,Order 473 comment
474,49164,O,321403.47,19970201,3-MEDIUM,Clerk#50,1,Order 474 comment
475,21342,P,218828.57,19930113,5-LOW,Clerk#89,1,Order 475 comment
476,1392,F,350055.69,19960904,3-MEDIUM,Clerk#48,1,Order 476 comment
477,1681,O,188460.62,19931031,3-MEDIUM,Clerk#72,1,Order 477 comment
478,606,F,157022.27,19950524,2-HIGH,Clerk#2,0,Order 478 comment
479,39950,P,145629.12,19920708,2-HIGH,Clerk#73,0,Order 479 comment
480,48792,P,271428.45,19920423,5-LOW,Clerk#1,0,Order 480 comment
481,3032,O,241724.55,19940517,3-MEDIUM,Clerk#61,1,Order 481 comment
482,26010,F,243537.9,19931001,5-LOW,Clerk#37,0,Order 482 comment
483,17737,O,281010.48,19960715,5-LOW,Clerk#81,0,Order 483 comment
484,14060,F,233169.07,19950227,1-URGENT,Clerk#40,0,Order 484 comment
485,15325,F,21734.55,19920623,2-HIGH,Clerk#15,0,Order 485 comment
486,29314,F,75154.65,19951025,3-MEDIUM,Clerk#78,0,Order 486 comment
487,17523,P,404932.53,19930107,1-URGENT,Clerk#8,1,Order 487 comment
488,14657,O,41995.83,19930602,1-URGENT,Clerk#94,0,Order 488 comment
489,24658,P,44561.52,19961204,4-NOT SPECIFIED,Clerk#9,1,Order 489 comment
490,45071,F,457546.43,19980418,1-URGENT,Clerk#1,0,Order 490 comment
491,19412,F,16014.15,19940630,5-LOW,Clerk#72,1,Order 491 comment
492,38645,O,227165.2,19930202,4-NOT SPECIFIED,Clerk#22,1,Order 492 comment
493,9497,O,12906.6,19950715,4-NOT SPECIFIED,Clerk#69,0,Order 493 comment
494,36443,F,199953.3,19950718,1-URGENT,Clerk#43,1,Order 494 comment
495,24349,O,358650.02,19940430,5-LOW,Clerk#54,0,Order 495 comment
496,31722,F,425146.93,19930410,1-URGENT,Clerk#48,0,Order 496 comment
497,7007,O,247375.26,19950818,4-NOT SPECIFIED,Clerk#86,1,Order 497 comment
498,46132,O,423207.8,19941201,2-HIGH,Clerk#32,0,Order 498 comment
499,12848,F,263965.68,19971210,1-URGENT,Clerk#28,0,Order 499 comment
500,10104,O,312227.66,19930820,2-HIGH,Clerk#83,0,Order 500 comment
501,339,O,393480.82,19980908,2-HIGH,Clerk#42,1,Order 501 comment
502,32454,P,48554.22,19921205,3-MEDIUM,Clerk#6,1,Order 502 comment
503,44934,F,29244.23,19951106,2-HIGH,Clerk#67,1,Order 503 comment
504,20454,P,66873.52,19960224,3-MEDIUM,Clerk#47,0,Order 504 comment
505,46092,F,4918.39,19940807,1-URGENT,Clerk#22,0,Order 505 comment
506,801,P,142104.46,19980522,3-MEDIUM,Clerk#34,0,Order 506 comment
507,40919,F,128096.41,19970816,5-LOW,Clerk#94,1,Order 507 comment
508,29127,F,351696.26,19940512,3-MEDIUM,Clerk#72,0,Order 508 comment
509,13328,P,71867.08,19970925,3-MEDIUM,Clerk#38,0,Order 509 comment
510,259,P,124985.66,19960607,3-MEDIUM,Clerk#50,1,Order 510 comment
511,7221,F,356940.04,19960812,2-HIGH,Clerk#64,1,Order 511 comment
512,2502,O,489995.45,19940220,4-NOT SPECIFIED,Clerk#83,1,Order 512 comment
513,8975,F,180328.12,19961010,5-LOW,Clerk#5,0,Order 513 comment
514,27308,P,440338.07,19971231,5-LOW,Clerk#78,1,Order 514 comment
515,29065,F,471111.34,19941010,3-MEDIUM,Clerk#20,0,Order 515 comment
516,33420,O,260750.32,19940512,2-HIGH,Clerk#12,1,Order 516 comment
517,9109,F,237875.26,19940929,3-MEDIUM,Clerk#57,1,Order 517 comment
518,22767,O,410918.58,19920102,4-NOT SPECIFIED,Clerk#18,1,Order 518 comment
519,44684,P,275238.58,19960909,4-NOT SPECIFIED,Clerk#100,1,Order 519 comment
520,25980,P,408591.82,19950220,5-LOW,Clerk#9,1,Order 520 comment
521,35584,P,214797.14,19950124,4-NOT SPECIFIED,Clerk#90,1,Order 521 comment
522,12511,P,229905.37,19950318,2-HIGH,Clerk#66,1,Order 522 comment
523,32538,O,38597.22,19920109,4-NOT SPECIFIED,Clerk#23,1,Order 523 comment
524,21423,F,187770.09,19940518,3-MEDIUM,Clerk#39,0,Order 524 comment
525,25778,F,363441.1,19920505,5-LOW,Clerk#67,0,Order 525 comment
526,36393,F,143470.71,19980306,5-LOW,Clerk#57,0,Order 526 comment
527,8328,O,24876.3,19960203,1-URGENT,Clerk#78,1,Order 527 comment
528,41113,F,265464.72,19970406,2-HIGH,Clerk#73,1,Order 528 comment
529,14188,P,286158.77,19961011,1-URGENT,Clerk#41,0,Order 529 comment
530,2539,O,120117.53,19931227,1-URGENT,Clerk#41,1,Order 530 comment
531,41175,O,151135.39,19980829,1-URGENT,Clerk#33,1,Order 531 comment
532,9004,P,339251.01,19940905,4-NOT SPECIFIED,Clerk#55,1,Order 532 comment
533,20106,F,325237.18,19930927,4-NOT SPECIFIED,Clerk#52,0,Order 533 comment
534,33463,O,243676.26,19980529,3-MEDIUM,Clerk#59,1,Order 534 comment
535,46136,F,493905.55,19980303,5-LOW,Clerk#43,0,Order 535 comment
536,42628,O,314584.95,19930508,4-NOT SPECIFIED,Clerk#59,0,Order 536 comment
537,15140,O,455945.92,19961220,4-NOT SPECIFIED,Clerk#47,1,Order 537 comment
538,7459,P,98577.84,19960829,5-LOW,Clerk#85,1,Order 538 comment
539,20703,P,266015.94,19950301,3-MEDIUM,Clerk#41,0,Order 539 comment
540,5467,O,449956.03,19960202,3-MEDIUM,Clerk#4,0,Order 540 comment
541,23916,F,309462.11,19981025,4-NOT SPECIFIED,Clerk#8,0,Order 541 comment
542,5384,P,296035.57,19930328,1-URGENT,Clerk#72,1,Order 542 comment
543,18760,F,225864.13,19930326,5-LOW,Clerk#53,0,Order 543 comment
544,22470,O,290765.89,19940717,4-NOT SPECIFIED,Clerk#33,1,Order 544 comment
545,14468,F,199718.6,19980225,3-MEDIUM,Clerk#98,0,Order 545 comment
546,22592,O,161712.69,19950526,4-NOT SPECIFIED,Clerk#72,0,Order 546 comment
547,34914,O,134237.44,19930827,5-LOW,Clerk#7,0,Order 547 comment
548,45432,O,67338.44,19960118,1-URGENT,Clerk#2,1,Order 548 comment
549,29572,P,428202.13,19960808,2-HIGH,Clerk#56,1,Order 549 comment
550,12475,O,377251.97,19940721,5-LOW,Clerk#53,1,Order 550 comment
551,17459,O,183085.86,19940619,2-HIGH,Clerk#96,0,Order 551 comment
552,15484,O,440917.68,19940908,5-LOW,Clerk#97,1,Order 552 comment
553,33161,F,344242.85,19980912,4-NOT SPECIFIED,Clerk#53,0,Order 553 comment
554,371,O,166622.31,19980322,2-HIGH,Clerk#99,0,Order 554 comment
555,5160,F,264004.78,19970609,2-HIGH,Clerk#54,1,Order 555 comment
556,6031,O,200190.52,19921231,2-HIGH,Clerk#72,0,Order 556 comment
557,44626,P,295824.74,19980103,2-HIGH,Clerk#51,1,Order 557 comment
558,36074,P,18832.12,19950301,4-NOT SPECIFIED,Clerk#88,0,Order 558 comment
559,14057,F,44206.17,19940227,2-HIGH,Clerk#87,0,Order 559 comment
560,10796,P,161287.66,19931218,5-LOW,Clerk#51,1,Order 560 comment
561,28561,F,497636.09,19960311,2-HIGH,Clerk#77,0,Order 561 comment
562,39874,P,401422.65,19971023,3-MEDIUM,Clerk#82,0,Order 562 comment
563,14215,O,397239.62,19971013,1-URGENT,Clerk#20,1,Order 563 comment
564,188,F,231186.47,19951018,4-NOT SPECIFIED,Clerk#62,1,Order 564 comment
565,29775,P,287184.13,19941112,1-URGENT,Clerk#23,0,Order 565 comment
566,45910,O,154998.11,19940831,4-NOT SPECIFIED,Clerk#78,1,Order 566 comment
567,10526,O,388760.91,19921029,5-LOW,Clerk#84,0,Order 567 comment
568,35639,P,291854.89,19920927,2-HIGH,Clerk#14,1,Order 568 comment
569,24768,F,215302.96,19980119,4-NOT SPECIFIED,Clerk#17,1,Order 569 comment
570,22670,P,336155.87,19950801,1-URGENT,Clerk#27,1,Order 570 comment
571,24537,P,252967.17,19950912,5-LOW,Clerk#21,0,Order 571 comment
572,49786,P,109583.59,19941231,1-URGENT,Clerk#63,0,Order 572 comment
573,5361,F,337531.68,19930605,3-MEDIUM,Clerk#74,0,Order 573 comment
574,3321,O,295081.23,19951216,1-URGENT,Clerk#81,1,Order 574 comment
575,42656,O,7506.28,19960608,4-NOT SPECIFIED,Clerk#93,0,Order 575 comment
576,44370,O,86591.4,19980630,3-MEDIUM,Clerk#60,0,Order 576 comment
577,5709,O,472665.04,19960511,5-LOW,Clerk#44,0,Order 577 comment
578,17528,O,78274.86,19950610,4-NOT SPECIFIED,Clerk#17,1,Order 578 comment
579,42449,P,134185.65,19981204,3-MEDIUM,Clerk#94,0,Order 579 comment
580,28421,O,240889.86,19980906,2-HIGH,Clerk#50,0,Order 580 comment
581,2444,P,330851.38,19930724,5-LOW,Clerk#19,1,Order 581 comment
582,642,O,108349.48,19980904,1-URGENT,Clerk#81,0,Order 582 comment
583,10805,F,292126.31,19960921,3-MEDIUM,Clerk#20,0,Order 583 comment
584,5809,O,337110.84,19980317,2-HIGH,Clerk#3,0,Order 584 comment
585,38362,P,301196.54,19921221,5-LOW,Clerk#27,1,Order 585 comment
586,5282,F,171861.08,19920708,1-URGENT,Clerk#64,0,Order 586 comment
587,27527,P,222313.98,19921008,2-HIGH,Clerk#4,0,Order 587 comment
588,43486,P,332425.33,19971019,5-LOW,Clerk#21,1,Order 588 comment
589,47329,F,270925.34,19950517,1-URGENT,Clerk#27,0,Order 589 comment
590,14699,F,50244.24,19970525,1-URGENT,Clerk#4,1,Order 590 comment
591,18857,F,221595.98,19920128,2-HIGH,Clerk#92,1,Order 591 comment
592,38028,F,273793.83,19920317,4-NOT SPECIFIED,Clerk#67,0,Order 592 comment
593,6033,O,223400.38,19980912,5-LOW,Clerk#25,0,Order 593 comment
594,36786,F,423336.3,19920720,4-NOT SPECIFIED,Clerk#100,1,Order 594 comment
595,6732,P,432651.8,19980723,5-LOW,Clerk#30,1,Order 595 comment
596,35143,O,157793.04,19921003,2-HIGH,Clerk#4,1,Order 596 comment
597,32577,O,25150.16,19920406,3-MEDIUM,Clerk#85,0,Order 597 comment
598,27811,F,81733.5,19920419,4-NOT SPECIFIED,Clerk#16,0,Order 598 comment
599,44756,P,92709.55,19920426,1-URGENT,Clerk#71,1,Order 599 comment
600,5380,F,401043.88,19950807,5-LOW,Clerk#5,0,Order 600 comment
601,43108,F,141699.21,19940201,5-LOW,Clerk#99,1,Order 601 comment
602,42949,F,314389.95,19970315,2-HIGH,Clerk#72,0,Order 602 comment
603,38574,F,233596.49,19931027,5-LOW,Clerk#12,1,Order 603 comment
604,26701,P,2527.82,19951204,5-LOW,Clerk#47,1,Order 604 comment
605,29969,F,136517.81,19950119,1-URGENT,Clerk#61,1,Order 605 comment
606,11618,F,490274.42,19920924,5-LOW,Clerk#91,1,Order 606 comment
607,25157,F,23186.2,19930525,5-LOW,Clerk#84,1,Order 607 comment
608,36760,P,7970.66,19980723,5-LOW,Clerk#78,0,Order 608 comment
609,12092,P,141837.13,19960711,5-LOW,Clerk#75,0,Order 609 comment
610,7579,O,420599.36,19920728,3-MEDIUM,Clerk#51,0,Order 610 comment
611,34515,F,103936.48,19920907,1-URGENT,Clerk#71,0,Order 611 comment
612,13833,P,291646.01,19950404,4-NOT SPECIFIED,Clerk#71,1,Order 612 comment
613,5814,O,147755.43,19920513,1-URGENT,Clerk#42,0,Order 613 comment
614,26696,F,291766.11,19921010,4-NOT SPECIFIED,Clerk#54,1,Order 614 comment
615,31406,P,324348.91,19961106,5-LOW,Clerk#59,0,Order 615 comment
616,26658,F,36119.43,19970319,2-HIGH,Clerk#51,1,Order 616 comment
617,46036,P,307100.54,19960327,2-HIGH,Clerk#26,1,Order 617 comment
618,10226,F,98738.57,19930112,5-LOW,Clerk#90,0,Order 618 comment
619,44259,O,276122.55,19930808,1-URGENT,Clerk#49,1,Order 619 comment
620,21920,O,35930.96,19920425,4-NOT SPECIFIED,Clerk#28,0,Order 620 comment
621,41624,F,231187.16,19970813,1-URGENT,Clerk#62,0,Order 621 comment
622,42551,P,206158.81,19950701,2-HIGH,Clerk#3,1,Order 622 comment
623,27084,O,70551.45,19941016,3-MEDIUM,Clerk#49,1,Order 623 comment
624,43851,F,349315.62,19921130,3-MEDIUM,Clerk#32,0,Order 624 comment
625,42961,O,432822.06,19950802,5-LOW,Clerk#39,1,Order 625 comment
626,42919,F,463786.23,19940214,5-LOW,Clerk#89,1,Order 626 comment
627,14605,P,116377.63,19961007,3-MEDIUM,Clerk#52,1,Order 627 comment
628,727,O,135470.97,19970920,1-URGENT,Clerk#6,0,Order 628 comment
629,33901,O,166263.42,19960730,3-MEDIUM,Clerk#64,0,Order 629 comment
630,4720,O,39034.34,19940913,4-NOT SPECIFIED,Clerk#50,1,Order 630 comment
631,41590,P,298202.74,19920315,3-MEDIUM,Clerk#19,0,Order 631 comment
632,14359,O,48804.22,19980930,5-LOW,Clerk#36,1,Order 632 comment
633,12691,P,111208.76,19931103,2-HIGH,Clerk#97,0,Order 633 comment
634,32674,F,305286.06,19930819,4-NOT SPECIFIED,Clerk#37,0,Order 634 comment
635,5045,F,484846.28,19960602,3-MEDIUM,Clerk#47,1,Order 635 comment
636,30021,P,105763.63,19971209,5-LOW,Clerk#42,1,Order 636 comment
637,38084,F,182158.78,19930816,5-LOW,Clerk#29,1,Order 637 comment
638,42316,O,269478.73,19940404,1-URGENT,Clerk#28,0,Order 638 comment
639,46699,P,348586.79,19970509,5-LOW,Clerk#25,0,Order 639 comment
640,17554,P,182405.77,19930121,1-URGENT,Clerk#91,1,Order 640 comment
641,45410,F,354514.51,19971219,1-URGENT,Clerk#91,1,Order 641 comment
642,28386,F,304446.61,19960406,5-LOW,Clerk#74,1,Order 642 comment
643,29396,P,257763.25,19980904,5-LOW,Clerk#12,0,Order 643 comment
644,38757,O,11801.31,19950323,4-NOT SPECIFIED,Clerk#23,1,Order 644 comment
645,6594,F,217817.66,19940309,1-URGENT,Clerk#21,0,Order 645 comment
646,27805,P,12581.62,19970717,4-NOT SPECIFIED,Clerk#9,0,Order 646 comment
647,9761,O,197877.4,19940921,1-URGENT,Clerk#78,1,Order 647 comment
648,5114,F,227779.72,19970822,4-NOT SPECIFIED,Clerk#81,0,Order 648 comment
649,19380,F,195106.67,19940721,2-HIGH,Clerk#23,0,Order 649 comment
650,10165,O,374113.4,19951102,5-LOW,Clerk#29,1,Order 650 comment
651,24914,P,374336.25,19940208,1-URGENT,Clerk#35,0,Order 651 comment
652,5748,F,336285.1,19941025,3-MEDIUM,Clerk#92,1,Order 652 comment
653,16086,F,480706.08,19940525,1-URGENT,Clerk#70,1,Order 653 comment
654,24959,O,104873.87,19920225,3-MEDIUM,Clerk#36,0,Order 654 comment
655,21549,F,193896.92,19930419,3-MEDIUM,Clerk#7,0,Order 655 comment
656,10274,O,301224.52,19980619,3-MEDIUM,Clerk#33,0,Order 656 comment
657,2321,F,347640.85,19950212,3-MEDIUM,Clerk#26,0,Order 657 comment
